category,extreme,date,contract,open_interest,producer_merchant_long,producer_merchant_short,producer_merchant_net,producer_merchant_net_oi_pct,producer_merchant_short_oi_pct,swap_dealer_long,swap_dealer_short,swap_dealer_net,swap_dealer_net_oi_pct,swap_dealer_short_oi_pct,managed_money_long,managed_money_short,managed_money_net,managed_money_net_oi_pct,managed_money_short_oi_pct,other_reportable_long,other_reportable_short,other_reportable_net,other_reportable_net_oi_pct,other_reportable_short_oi_pct,non_reportable_long,non_reportable_short,non_reportable_net,non_reportable_net_oi_pct,non_reportable_short_oi_pct,price,next_week_monday_target,next_week_monday_date,next_week_monday_price,next_week_monday_return,next_week_tuesday_target,next_week_tuesday_date,next_week_tuesday_price,next_week_tuesday_return,next_week_wednesday_target,next_week_wednesday_date,next_week_wednesday_price,next_week_wednesday_return,next_week_thursday_target,next_week_thursday_date,next_week_thursday_price,next_week_thursday_return,next_week_friday_target,next_week_friday_date,next_week_friday_price,next_week_friday_return,next_week_monday_daily_return,next_week_tuesday_daily_return,next_week_wednesday_daily_return,next_week_thursday_daily_return,next_week_friday_daily_return,price_return_1w,managed_money_net_oi_pct_change,managed_money_net_change,non_reportable_net_oi_pct_change,non_reportable_net_change,other_reportable_net_oi_pct_change,other_reportable_net_change,producer_merchant_net_oi_pct_change,producer_merchant_net_change,swap_dealer_net_oi_pct_change,swap_dealer_net_change,forward_return_1w,forward_return_2w,forward_return_3w,forward_return_4w,forward_return_13w,forward_return_26w,forward_return_52w,contract_multiplier,contract_unit,contract_notional_usd,managed_money_long_notional_usd,managed_money_short_notional_usd,managed_money_net_notional_usd,managed_money_net_flow_1w_notional_usd,managed_money_net_flow_4w_notional_usd,non_reportable_long_notional_usd,non_reportable_short_notional_usd,non_reportable_net_notional_usd,non_reportable_net_flow_1w_notional_usd,non_reportable_net_flow_4w_notional_usd,other_reportable_long_notional_usd,other_reportable_short_notional_usd,other_reportable_net_notional_usd,other_reportable_net_flow_1w_notional_usd,other_reportable_net_flow_4w_notional_usd,producer_merchant_long_notional_usd,producer_merchant_short_notional_usd,producer_merchant_net_notional_usd,producer_merchant_net_flow_1w_notional_usd,producer_merchant_net_flow_4w_notional_usd,swap_dealer_long_notional_usd,swap_dealer_short_notional_usd,swap_dealer_net_notional_usd,swap_dealer_net_flow_1w_notional_usd,swap_dealer_net_flow_4w_notional_usd
other_reportable,highest_net_oi_pct,2021-02-16,GOLD - COMMODITY EXCHANGE INC.,503016,11567,111400,-99833,-19.846883598136046,22.146412837762615,64698,239943,-175245,-34.83885204446777,47.70086836204017,125997,58041,67956,13.509709432701941,11.53859916980772,177586,10573,167013,33.202323584140466,2.1019212112537176,59140,19031,40109,7.973702625761407,3.783378659923342,1797.199951171875,2021-02-22,2021-02-22,1806.699951171875,0.005286000588752282,2021-02-23,2021-02-23,1804.4000244140625,0.00400627277865917,2021-02-24,2021-02-24,1796.4000244140625,-0.0004450961381847751,2021-02-25,2021-02-25,1774.4000244140625,-0.01268636065950568,2021-02-26,2021-02-26,1728.0999755859375,-0.038448685434740004,0.005286000588752282,-0.0012729987380144525,-0.004433606679094204,-0.012246715487089666,-0.026093354480996478,-0.020759601505256686,-3.785121654579333,-19684.0,-0.07537964703672895,-679.0,0.8846307193436544,3246.0,0.4782923793356808,3163.0,2.4975782029367224,13954.0,0.00400627277865917,-0.03566657986171251,-0.04484752825270322,-0.03705763264822626,0.03928338502914763,-0.006788310429187372,0.032049910539276194,100.0,100 troy ounces,179719.9951171875,22644180224.780273,10431128236.59668,12213051988.183594,-3537608383.8867188,-1817867750.6103516,10628640511.230469,3420251227.0751953,7208389284.155273,-122029876.68457031,-129398396.484375,31915755052.88086,1900179508.3740234,30015575544.506836,583371104.1503906,-279284872.4121094,2078821183.5205078,20020807456.054688,-17941986272.53418,568454344.5556641,190862634.81445312,11627524244.091797,43122554788.40332,-31495030544.311523,2507812811.8652344,2035688384.6923828
other_reportable,lowest_net_oi_pct,2018-01-30,GOLD - COMMODITY EXCHANGE INC.,559332,22684,209619,-186935,-33.42111661767966,37.47666859754135,106587,144728,-38141,-6.819026982185893,25.875151073065727,230597,23035,207562,37.10890848369126,4.118305407164261,67730,68030,-300,-0.05363540795091287,12.162722676335342,48667,30853,17814,3.1848705241252064,5.51604413836505,1335.4000244140625,2018-02-05,2018-02-05,1333.0,-0.001797232567159468,2018-02-06,2018-02-06,1326.0999755859375,-0.006964241918600789,2018-02-07,2018-02-07,1311.5999755859375,-0.0178224115568425,2018-02-08,2018-02-08,1316.9000244140625,-0.013853526779825653,2018-02-09,2018-02-09,1313.0999755859375,-0.016699152628748548,-0.001797232567159468,-0.005176312388644022,-0.010934318880138072,0.0040409034208446215,-0.0028856016080763824,-0.00022454650653336294,1.1321837433402067,-1974.0,-0.2264075719599279,-2054.0,-0.9375321081042385,-5448.0,-0.24047924368387186,6316.0,0.2722351804078329,3160.0,-0.006964241918600789,-0.005466563347808928,-0.004942321001404348,-0.01490192006158908,-0.023663303136303826,-0.08364540302535828,-0.02036848340939801,100.0,100 troy ounces,133540.00244140625,30793923942.980957,3076093956.237793,27717829986.743164,-263607964.81933594,7930673664.990234,6498991298.815918,4120109695.324707,2378881603.491211,-274291165.01464844,464986288.50097656,9044664365.356445,9084726366.088867,-40062000.732421875,-727525933.3007812,-2055714797.5830078,3029221415.3808594,27992521771.765137,-24963300356.384277,843438655.4199219,-3834734710.107422,14233628240.222168,19326977473.339844,-5093349233.117676,421986407.71484375,-2505210445.8007812
other_reportable,highest_short_oi_pct,2017-08-01,GOLD - COMMODITY EXCHANGE INC.,448709,19082,167618,-148536,-33.10296873920514,37.355613549093064,85526,80375,5151,1.1479600364601557,17.912500083573097,158082,39624,118458,26.39973791477327,8.830667537312602,81684,70470,11214,2.499169840587107,15.705056060832298,42055,28342,13713,3.056100947384608,6.316343108785427,1272.5999755859375,2017-08-07,2017-08-07,1258.199951171875,-0.011315436657487243,2017-08-08,2017-08-08,1256.4000244140625,-0.01272980628843412,2017-08-09,2017-08-09,1273.0,0.000314336336426857,2017-08-10,2017-08-10,1283.699951171875,0.008722281784444341,2017-08-11,2017-08-11,1287.699951171875,0.011865453304747309,-0.011315436657487243,-0.0014305570081576402,0.013212333065401705,0.008405303355754068,0.003115992951739477,0.016697311839387163,10.526578310006837,44834.0,0.35854345288773715,1201.0,-1.2106185072236073,-5993.0,-3.4451437311741238,-10975.0,-6.229359524496839,-29067.0,-0.01272980628843412,0.0008643529836869224,0.009822411000946829,0.031824611643067824,-0.004400420944027705,0.04934783123754993,-0.038425291020100505,100.0,100 troy ounces,127259.99755859375,20117514934.057617,5042550143.261719,15074964790.795898,5705574730.541992,10787702733.044434,5351919197.32666,3606802850.805664,1745116346.520996,152839257.0678711,36396359.30175781,10395105640.576172,8968012027.954102,1427093612.6220703,-762669165.3686523,-6222504840.625,2428375273.413086,21331066270.776367,-18902690997.36328,-1396678473.2055664,-2576633170.5688477,10884038551.19629,10228522303.771973,655516247.4243164,-3699066349.0356445,-2024961081.1523438
other_reportable,lowest_short_oi_pct,2021-02-02,GOLD - COMMODITY EXCHANGE INC.,520011,10760,114887,-104127,-20.02399949231843,22.09318649028578,64507,258337,-193830,-37.27421150706427,49.67914140277802,137062,49284,87778,16.880027537879005,9.477491822288375,177290,7942,169348,32.56623417581551,1.5272753845591729,59451,18620,40831,7.851949285688187,3.580693485330118,1830.5,2021-02-08,2021-02-08,1831.9000244140625,0.0007648316930142229,2021-02-09,2021-02-09,1835.300048828125,0.0026222610369435184,2021-02-10,2021-02-10,1840.5999755859373,0.005517604799747167,2021-02-11,2021-02-11,1824.9000244140625,-0.00305926008518842,2021-02-12,2021-02-12,1821.5999755859373,-0.0048620728839458005,0.0007648316930142229,0.0018560098088049592,0.002887771272711781,-0.008529800815017863,-0.0018083449964251264,-0.010914762903129871,-1.1528360132850999,-8621.0,0.10709076282699392,-571.0,2.4212963374619783,8201.0,-0.8058931122849842,-1392.0,-0.5696579747188935,2383.0,0.0026222610369435184,-0.018191777562482914,-0.014258386007067747,-0.053209518936936595,-0.02988251907777928,-0.011144509376707301,-0.016498197854069918,100.0,100 troy ounces,183050.0,25089199100.0,9021436200.0,16067762900.0,-1578074050.0,-5270192550.0,10882505550.0,3408391000.0,7474114550.0,-104521550.0,-141680700.0,32452934500.0,1453783100.0,30999151400.0,1501193050.0,1207946950.0,1969618000.0,21030065350.0,-19060447350.0,-254805600.0,244005650.0,11808006350.0,47288587850.0,-35480581500.0,436208150.0,3959920650.0
other_reportable,latest,2026-09-01,GOLD - COMMODITY EXCHANGE INC.,415196,17444,48733,-31289,-7.535958920606172,11.737348144009095,17798,251227,-233429,-56.221399050087186,60.508049210493354,149721,12950,136771,32.94130964652839,3.1190088536498424,110764,19411,91353,22.002379599032746,4.675141379011358,52030,15436,36594,8.813668725132228,3.7177622135088004,4348.0,2026-09-07,,,,2026-09-08,,,,2026-09-09,,,,2026-09-10,,,,2026-09-11,,,,,,,,,-0.06254718344755972,-0.8814809609391858,-7976.0,0.34295788268777727,343.0,-1.0342806261767983,-7234.0,0.5391514292654271,3269.0,1.0336522751627726,11598.0,,,,,,,,100.0,100 troy ounces,434800.0,65098690800.0,5630660000.0,59468030800.0,-3467964800.0,2610974000.0,22622644000.0,6711572800.0,15911071200.0,149136400.0,3364047600.0,48160187200.0,8439902800.0,39720284400.0,-3145343200.0,10646078000.0,7584651200.0,21189108400.0,-13604457200.0,1421361200.0,-5405868400.0,7738570400.0,109233499600.0,-101494929200.0,5042810400.0,-11215231200.0
producer_merchant,highest_net_oi_pct,2022-11-01,GOLD - COMMODITY EXCHANGE INC.,467276,17255,26028,-8773,-1.8774771227283233,5.570155539766648,94979,160988,-66009,-14.126340749364402,34.452443523741856,78213,119614,-41401,-8.860074131776509,25.59814756161241,138128,32104,106024,22.68980217259179,6.87045771663856,38559,28400,10159,2.1740898312774464,6.077778443575103,1645.0,2022-11-07,2022-11-07,1676.5,0.01914893617021285,2022-11-08,2022-11-08,1712.0999755859375,0.04079025871485564,2022-11-09,2022-11-09,1710.0999755859375,0.03957445324373099,2022-11-10,2022-11-10,1750.300048828125,0.06401218773746198,2022-11-11,2022-11-11,1766.0,0.07355623100303954,0.01914893617021285,0.02123470061791677,-0.001168156082307914,0.023507440393017776,0.008969862728614109,-0.004719293682049042,-0.35527664366059675,-2613.0,-0.4967603853550151,-2022.0,-0.7319382543583401,-796.0,0.40856543195602457,1653.0,1.17540985141793,3778.0,0.04079025871485564,0.07829790202317621,0.05671735491071428,0.06285715769851818,0.1729483282674773,0.2244985099259118,0.20680848095554705,100.0,100 troy ounces,164500.0,12866038500.0,19676503000.0,-6810464500.0,-429838500.0,-5679527000.0,6342955500.0,4671800000.0,1671155500.0,-332619000.0,328342000.0,22722056000.0,5281108000.0,17440948000.0,-130942000.0,1770678000.0,2838447500.0,4281606000.0,-1443158500.0,271918500.0,1707345500.0,15624045500.0,26482526000.0,-10858480500.0,621481000.0,1873161500.0
producer_merchant,lowest_net_oi_pct,2017-11-28,GOLD - COMMODITY EXCHANGE INC.,503810,17891,202648,-184757,-36.67195966733491,40.223099978166374,75448,137232,-61784,-12.263353248248347,27.238840038903554,208518,9978,198540,39.407713225223794,1.9805085250392014,78866,52989,25877,5.136261685953038,10.517655465354002,47240,25116,22124,4.391338004406423,4.985212679383101,1294.699951171875,2017-12-04,2017-12-04,1274.300048828125,-0.015756471084505286,2017-12-05,2017-12-05,1261.5999755859375,-0.02556575023887009,2017-12-06,2017-12-06,1262.800048828125,-0.024638837990900053,2017-12-07,2017-12-07,1249.800048828125,-0.034679774493781124,2017-12-08,2017-12-08,1245.199951171875,-0.03823279668404711,-0.015756471084505286,-0.009966313078200728,0.0009512311869142032,-0.010294583067259166,-0.0036806668879260096,0.010615858125918143,6.836025603424439,25385.0,0.02179781344007914,-1105.0,-0.25714553585534894,-2795.0,-1.8002863416763475,625.0,-4.800391539332822,-22110.0,-0.02556575023887009,-0.04340770316783171,-0.026260910853688868,-0.008187206291575988,0.01606553611846384,0.0030895189239634746,-0.06449370753773598,100.0,100 troy ounces,129469.9951171875,26996824441.845703,1291851611.2792969,25704972830.566406,3286595826.0498047,4217485090.942383,6116162569.3359375,3251768397.3632812,2864394171.9726562,-143064344.6044922,591807347.6806641,10210780634.91211,6860485571.264648,3350295063.647461,-361868636.35253906,-162225903.88183594,2316347682.6416016,26236835570.507812,-23920487887.86621,80918746.94824219,-135814024.8779297,9768252191.601562,17767426369.921875,-7999174178.3203125,-2862581592.0410156,-4511252509.863281
producer_merchant,highest_short_oi_pct,2017-05-30,GOLD - COMMODITY EXCHANGE INC.,434246,21570,177812,-156242,-35.98006659819549,40.94729715414765,60524,87501,-26977,-6.2123773160835105,20.150099252497434,175304,51171,124133,28.585870681595228,11.783873656867305,75238,32281,42957,9.89231910023351,7.433804801886488,44404,28275,16129,3.7142541324502703,6.511286229464405,1262.0999755859375,2017-06-05,2017-06-05,1279.300048828125,0.013628138479443663,2017-06-06,2017-06-06,1294.4000244140625,0.025592306039883717,2017-06-07,2017-06-07,1290.0999755859375,0.022185247240022132,2017-06-08,2017-06-08,1276.300048828125,0.011251147703726927,2017-06-09,2017-06-09,1268.5,0.005070932998862743,0.013628138479443663,0.011803310411634405,-0.0033220401321233384,-0.010696788635737198,-0.006111453835081271,0.005817601588898658,4.5792295532952,13085.0,0.5744186041433257,1605.0,-0.6398791305284046,-5762.0,-4.236900128975567,-9407.0,-0.27686889793455194,479.0,0.025592306039883717,0.002931679988718683,-0.016718149111873415,-0.012439546371582955,0.040408843187183185,0.02582994708545394,0.02899926811974285,100.0,100 troy ounces,126209.99755859375,22125117412.01172,6458291785.070801,15666825626.940918,1651457818.0541992,-2458318332.446289,5604228731.591797,3568587680.9692383,2035641050.6225586,202567046.08154297,224275165.6616211,9495787796.313477,4074184931.188965,5421602865.124512,-727222005.9326172,-386959852.51464844,2722349647.338867,22441652085.88867,-19719302438.549805,-1187257447.0336914,-371814652.8076172,7638733892.236328,11043500996.374512,-3404767104.1381836,60454588.830566406,2992817672.1069336
producer_merchant,lowest_short_oi_pct,2022-11-01,GOLD - COMMODITY EXCHANGE INC.,467276,17255,26028,-8773,-1.8774771227283233,5.570155539766648,94979,160988,-66009,-14.126340749364402,34.452443523741856,78213,119614,-41401,-8.860074131776509,25.59814756161241,138128,32104,106024,22.68980217259179,6.87045771663856,38559,28400,10159,2.1740898312774464,6.077778443575103,1645.0,2022-11-07,2022-11-07,1676.5,0.01914893617021285,2022-11-08,2022-11-08,1712.0999755859375,0.04079025871485564,2022-11-09,2022-11-09,1710.0999755859375,0.03957445324373099,2022-11-10,2022-11-10,1750.300048828125,0.06401218773746198,2022-11-11,2022-11-11,1766.0,0.07355623100303954,0.01914893617021285,0.02123470061791677,-0.001168156082307914,0.023507440393017776,0.008969862728614109,-0.004719293682049042,-0.35527664366059675,-2613.0,-0.4967603853550151,-2022.0,-0.7319382543583401,-796.0,0.40856543195602457,1653.0,1.17540985141793,3778.0,0.04079025871485564,0.07829790202317621,0.05671735491071428,0.06285715769851818,0.1729483282674773,0.2244985099259118,0.20680848095554705,100.0,100 troy ounces,164500.0,12866038500.0,19676503000.0,-6810464500.0,-429838500.0,-5679527000.0,6342955500.0,4671800000.0,1671155500.0,-332619000.0,328342000.0,22722056000.0,5281108000.0,17440948000.0,-130942000.0,1770678000.0,2838447500.0,4281606000.0,-1443158500.0,271918500.0,1707345500.0,15624045500.0,26482526000.0,-10858480500.0,621481000.0,1873161500.0
producer_merchant,latest,2026-09-01,GOLD - COMMODITY EXCHANGE INC.,415196,17444,48733,-31289,-7.535958920606172,11.737348144009095,17798,251227,-233429,-56.221399050087186,60.508049210493354,149721,12950,136771,32.94130964652839,3.1190088536498424,110764,19411,91353,22.002379599032746,4.675141379011358,52030,15436,36594,8.813668725132228,3.7177622135088004,4348.0,2026-09-07,,,,2026-09-08,,,,2026-09-09,,,,2026-09-10,,,,2026-09-11,,,,,,,,,-0.06254718344755972,-0.8814809609391858,-7976.0,0.34295788268777727,343.0,-1.0342806261767983,-7234.0,0.5391514292654271,3269.0,1.0336522751627726,11598.0,,,,,,,,100.0,100 troy ounces,434800.0,65098690800.0,5630660000.0,59468030800.0,-3467964800.0,2610974000.0,22622644000.0,6711572800.0,15911071200.0,149136400.0,3364047600.0,48160187200.0,8439902800.0,39720284400.0,-3145343200.0,10646078000.0,7584651200.0,21189108400.0,-13604457200.0,1421361200.0,-5405868400.0,7738570400.0,109233499600.0,-101494929200.0,5042810400.0,-11215231200.0
swap_dealer,highest_net_oi_pct,2018-10-09,GOLD - COMMODITY EXCHANGE INC.,465253,35501,69634,-34133,-7.336438453916472,14.966910476665385,111386,51387,59999,12.895994222498297,11.044958334497574,82218,191672,-109454,-23.525694622065842,41.197370033078776,97528,26249,71279,15.32048154445001,5.641876570382136,47441,35132,12309,2.6456573090340094,7.551160336419109,1187.199951171875,2018-10-15,2018-10-15,1226.4000244140625,0.03301893097577491,2018-10-16,2018-10-16,1227.300048828125,0.03377703782472996,2018-10-17,2018-10-17,1223.699951171875,0.030744610428909747,2018-10-18,2018-10-18,1226.5,0.033103142220762605,2018-10-19,2018-10-19,1225.300048828125,0.03209240163684446,0.03301893097577491,0.0007338750783967285,-0.0029333476028844396,0.00228818251193319,-0.000978353992560077,-0.012641444555521075,-6.21226373398121,-29851.0,-0.17027914697935342,-638.0,2.753274904694999,13498.0,1.0611290572193859,4477.0,2.5681389190461807,12514.0,0.03377703782472996,0.038915157633374164,0.029818081089979298,0.030828924495930332,0.08086253701850232,0.0979616354543531,0.26111860912224727,100.0,100 troy ounces,118719.9951171875,9760920558.544922,22755298904.101562,-12994378345.55664,-3543910574.243164,-4064379032.836914,5632195288.354492,4170870868.4570312,1461324419.897461,-75743356.88476562,561783016.8945312,11578523683.789062,3116281151.8310547,8462242531.958008,1602482494.0917969,433327982.1777344,4214678546.6552734,8266948139.990234,-4052269593.334961,531509418.13964844,738913249.609375,13223745376.123047,6100664389.086914,7123080987.036133,1485662018.8964844,2330354784.1552734
swap_dealer,lowest_net_oi_pct,2026-08-25,GOLD - COMMODITY EXCHANGE INC.,427957,16861,51419,-34558,-8.075110349871599,12.014992160427333,16656,261683,-245027,-57.25505132524996,61.147031126959014,159819,15072,144747,33.822790607467574,3.5218491577424835,117340,18753,98587,23.036660225209545,4.381982301960244,54725,18474,36251,8.47071084244445,4.316788836261587,4638.10009765625,2026-08-31,2026-08-31,4431.10009765625,-0.04463034338232641,2026-09-01,2026-09-01,4348.0,-0.06254718344755972,2026-09-02,2026-09-02,4366.2998046875,-0.058601644476387604,2026-09-03,2026-09-03,4491.7001953125,-0.03156462759778078,2026-09-04,2026-09-04,4477.10009765625,-0.034712489297364924,-0.04463034338232641,-0.01875382993496455,0.004208786726656033,0.028720059600665593,-0.00325046130004103,0.062322514350950486,-1.0435511441200802,3099.0,-0.4469773375388115,22.0,3.2116713018599654,18046.0,-0.7495060570541918,-4797.0,-0.9716367631468756,-16370.0,-0.06254718344755972,,,,,,,100.0,100 troy ounces,463810.009765625,74125651950.73242,6990544467.1875,67135107483.54492,1437347220.2636719,11572987363.671875,25382002784.42383,8568426120.410156,16813576664.013672,10203820.21484375,2788425778.7109375,54423466545.89844,8697829113.134766,45725637432.76367,8369915436.230469,16841869074.609375,7820300574.658203,23848646892.13867,-16028346317.480469,-2224896616.845703,-6497514426.806641,7725219522.65625,121371194785.49805,-113645975262.8418,-7592569859.863281,-24705767790.185547
swap_dealer,highest_short_oi_pct,2026-06-02,GOLD - COMMODITY EXCHANGE INC.,326052,10275,30429,-20154,-6.181222627065622,9.332560450480292,27505,213696,-186191,-57.104694956632684,65.54046593794854,129367,17188,112179,34.405248242611606,5.271551777017163,76729,12888,63841,19.580005643271626,3.9527437341282985,43656,13331,30325,9.300663697815073,4.088611632500337,4489.10009765625,2026-06-08,2026-06-08,4335.89990234375,-0.0341271506492995,2026-06-09,2026-06-09,4260.0,-0.05103474920861373,2026-06-10,2026-06-10,4108.2001953125,-0.08484994632724208,2026-06-11,2026-06-11,4090.300048828125,-0.08883741510605603,2026-06-12,2026-06-12,4215.0,-0.06105903002683255,-0.0341271506492995,-0.017504994131142815,-0.0356337569688967,-0.004357174829210941,0.030486749060769203,-0.0025108445766375276,6.838336683836086,14733.0,0.3877979509318603,-1181.0,3.5076526138987205,7027.0,-0.6619561152363991,-644.0,-10.071831133430265,-19935.0,-0.05103474920861373,-0.035240959629101565,-0.08001608061714593,-0.10385159278491074,-0.03143171116409682,,,100.0,100 troy ounces,448910.009765625,58074141233.34961,7715865247.8515625,50358275985.49805,6613791173.876953,8046711925.048828,19597615386.328125,5984419340.185547,13613196046.142578,-530162721.5332031,-2382365421.826172,34444416139.30664,5785552205.859375,28658863933.447266,3154490638.623047,-2337923330.859375,4612550350.341797,13659882687.158203,-9047332336.816406,-289098046.2890625,-467764230.17578125,12347269818.603516,95930273446.875,-83583003628.27148,-8949021044.677734,-2858658942.1875
swap_dealer,lowest_short_oi_pct,2017-07-11,GOLD - COMMODITY EXCHANGE INC.,475669,24005,141642,-117637,-24.73085275685403,29.777429262785677,85352,41631,43721,9.191475584913038,8.752094418597807,123619,100397,23222,4.881966241230772,21.10648371031116,94018,56980,37038,7.7865070038198825,11.978918113225793,45455,31799,13656,2.8709039268903376,6.685110864908161,1213.5999755859375,2017-07-17,2017-07-17,1232.800048828125,0.015820759416971475,2017-07-18,2017-07-18,1241.0999755859375,0.02265985543277771,2017-07-19,2017-07-19,1241.199951171875,0.02274223479001969,2017-07-20,2017-07-20,1244.800048828125,0.025708696333092584,2017-07-21,2017-07-21,1254.300048828125,0.03353664639168863,0.015820759416971475,0.006732581464206078,8.055401490958403e-05,0.002900497742407193,0.00763174777261888,-0.003530707563778712,-2.4865653236608196,-10467.0,-0.0658788010564515,229.0,-5.360883312474264,-23072.0,3.3287971564226275,10652.0,4.584530280768909,22658.0,0.02265985543277771,0.031394179591625715,0.04861568983759601,0.03526701523495057,0.0634475952117779,0.0808338641722317,0.03312464902018353,100.0,100 troy ounces,121359.99755859375,15002401538.1958,12184179674.890137,2818221863.305664,-1270275094.4458008,-15081892336.59668,5516418689.025879,3859126562.3657227,1657292126.6601562,27791439.44091797,38713839.221191406,11410024250.463867,6915092660.888672,4494931589.575195,-2800017863.671875,-696606385.9863281,2913246741.394043,17189672774.194336,-14276426032.800293,1292726693.9941406,5895668681.396484,10358318511.621094,5052338058.361816,5305980453.259277,2749774824.682617,9844116201.965332
swap_dealer,latest,2026-09-01,GOLD - COMMODITY EXCHANGE INC.,415196,17444,48733,-31289,-7.535958920606172,11.737348144009095,17798,251227,-233429,-56.221399050087186,60.508049210493354,149721,12950,136771,32.94130964652839,3.1190088536498424,110764,19411,91353,22.002379599032746,4.675141379011358,52030,15436,36594,8.813668725132228,3.7177622135088004,4348.0,2026-09-07,,,,2026-09-08,,,,2026-09-09,,,,2026-09-10,,,,2026-09-11,,,,,,,,,-0.06254718344755972,-0.8814809609391858,-7976.0,0.34295788268777727,343.0,-1.0342806261767983,-7234.0,0.5391514292654271,3269.0,1.0336522751627726,11598.0,,,,,,,,100.0,100 troy ounces,434800.0,65098690800.0,5630660000.0,59468030800.0,-3467964800.0,2610974000.0,22622644000.0,6711572800.0,15911071200.0,149136400.0,3364047600.0,48160187200.0,8439902800.0,39720284400.0,-3145343200.0,10646078000.0,7584651200.0,21189108400.0,-13604457200.0,1421361200.0,-5405868400.0,7738570400.0,109233499600.0,-101494929200.0,5042810400.0,-11215231200.0
